"","Powierzchnia","Forma wlasnosci","Liczba pokoi","Stan wykonczenia","Pietro","Balkon / ogród / taras","Czynsz","Miejsce parkingowe","Obsluga zdalna","Ogrzewanie","Rynek","Typ ogloszeniodawcy","Rok budowy","Rodzaj zabudowy","Okna","Winda","Media","Zabezpieczenia","Wyposazenie","Informacje dodatkowe","Material budynku","cena","urlo","miasto","Dostepne od"
"1:411","34,6 m²","pelna wlasnosc","1 ","do wykonczenia","1/3","balkon","200 zl","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2023","blok","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,NA,"inne","269 880 zl","https://www.otodom.pl/pl/oferta/nowa-kawalerka-z-ogrodkiem-bez-pcc-bez-prowizji-ID4gx24","lublin","2023-09-01"
"1:412","36,22 m²","pelna wlasnosc","1 ","do wykonczenia","3/3","balkon","200 zl","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2023","blok","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,NA,"inne","278 894 zl","https://www.otodom.pl/pl/oferta/nowa-kawalerka-z-balkonem-bez-pcc-bez-prowizji-ID4gx25","lublin","2023-09-01"
"1:413","33,5 m²","zapytaj","2 ","zapytaj","6/6","balkon","350 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1975","blok","plastikowe","tak",NA,NA,NA,"piwnica",NA,"364 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-33-50-m-lublin-ID4gvZz","lublin",NA
"1:414","34,65 m²","pelna wlasnosc","1 ","do wykonczenia","1/3","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","deweloper","2023","blok","plastikowe","tak","internet, telefon","teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,NA,NA,"266 805 zl","https://www.otodom.pl/pl/oferta/nowa-kreta-b1-mieszkanie-lm-10-ID4f6oH","lublin",NA
"1:415","28,39 m²","pelna wlasnosc","1 ","do wykonczenia","1/7","balkon","zapytaj","garaz/miejsce parkingowe","tak","zapytaj","pierwotny","deweloper","2022","apartamentowiec",NA,"tak","internet, telefon","domofon / wideofon",NA,NA,NA,"320 807 zl","https://www.otodom.pl/pl/oferta/apartamenty-sowinskiego-lublin-apartament-m05-ID4fFLw","lublin",NA
"1:416","32 m²","pelna wlasnosc","1 ","do zamieszkania","> 10/11","zapytaj","zapytaj","zapytaj","","miejskie","wtórny","biuro nieruchomosci ",NA,"blok","plastikowe","tak","internet",NA,NA,NA,"beton komórkowy","279 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-na-czubach-bonus-drugi-pokoj-ID4guZG","lublin",NA
"1:417","37,8 m²","zapytaj","1 ","zapytaj","1/3","balkon","344 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1960","blok","plastikowe","nie",NA,NA,NA,"oddzielna kuchnia",NA,"335 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-37-80-m-lublin-ID4gujv","lublin",NA
"1:418","36,62 m²","zapytaj","1 ","do wykonczenia","3/3","balkon","zapytaj","zapytaj","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ","2023",NA,NA,"nie",NA,NA,NA,NA,NA,"274 650 zl","https://www.otodom.pl/pl/oferta/mieszkanie-lublin-abramowice-ID4gu2A","lublin",NA
"1:419","34,65 m²","pelna wlasnosc","1 ","do wykonczenia","2/3","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2023","blok","plastikowe","tak",NA,"domofon / wideofon, monitoring / ochrona",NA,NA,"inne","266 805 zl","https://www.otodom.pl/pl/oferta/nowa-kawalerka-blisko-centrum-bez-pcc-i-prowizji-ID4gsCJ","lublin","2023-09-01"
"1:420","23,82 m²","pelna wlasnosc","1 ","do zamieszkania","2/2","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1910","kamienica","plastikowe","nie","telewizja kablowa, internet, telefon",NA,NA,NA,"cegla","220 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-w-poblizu-dworca-pkp-ID4gscO","lublin","2022-04-27"
"1:421","34,65 m²","pelna wlasnosc","1 ","do wykonczenia","3/3","balkon","200 zl","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2023","blok","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,NA,"inne","266 805 zl","https://www.otodom.pl/pl/oferta/nowa-kawalerka-z-balkonem-bez-pcc-bez-prowizji-ID4grXZ","lublin","2023-09-01"
"1:422","34,65 m²","pelna wlasnosc","1 ","do wykonczenia","1/3","balkon","200 zl","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2023","blok","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,NA,"inne","266 805 zl","https://www.otodom.pl/pl/oferta/nowa-kawalerka-z-balkonem-bez-pcc-bez-prowizji-ID4grXY","lublin","2023-09-01"
"1:423","36,62 m²","pelna wlasnosc","1 ","do wykonczenia","1/3","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2023","blok","plastikowe","tak",NA,"domofon / wideofon, monitoring / ochrona",NA,NA,"inne","281 974 zl","https://www.otodom.pl/pl/oferta/nowa-kawalerka-blisko-centrum-ID4grXW","lublin","2023-09-01"
"1:424","37,01 m²","pelna wlasnosc","2 ","do wykonczenia","1/2","balkon","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1910","kamienica","plastikowe","nie","telewizja kablowa, internet, telefon",NA,NA,"piwnica","cegla","250 000 zl","https://www.otodom.pl/pl/oferta/dwupokojowe-mieszkanie-na-dziesiatej-ID4grXT","lublin","2022-04-26"
"1:425","34,76 m²","pelna wlasnosc","1 ","do wykonczenia","parter/3","ogródek, taras","zapytaj","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2023","blok","plastikowe","tak",NA,"domofon / wideofon, monitoring / ochrona",NA,NA,"inne","264 176 zl","https://www.otodom.pl/pl/oferta/kawalerka-z-ogrodkiem-w-nowym-budownictwie-ID4gr3D","lublin","2023-11-01"
"1:426","27,72 m²","zapytaj","1 ","do wykonczenia","1/3","balkon","zapytaj","garaz/miejsce parkingowe","tak","miejskie","pierwotny","deweloper","2023","blok","plastikowe","tak","telewizja kablowa, internet","drzwi / okna antywlamaniowe, domofon / wideofon",NA,"piwnica","zelbet","329 868 zl","https://www.otodom.pl/pl/oferta/ustawne-mieszkanie-fieldorfa-3-m-04-rezerwacja-ID4gqEW","lublin",NA
"1:427","33,98 m²","pelna wlasnosc","2 ","do wykonczenia","1/3","balkon","zapytaj","garaz/miejsce parkingowe","tak","miejskie","pierwotny","deweloper","2023","blok","plastikowe","tak","telewizja kablowa, internet","drzwi / okna antywlamaniowe, domofon / wideofon",NA,"piwnica","zelbet","404 362 zl","https://www.otodom.pl/pl/oferta/nowoczesne-mieszkanie-fieldorfa-3-m-07-ID4gqDX","lublin",NA
"1:428","36,13 m²","pelna wlasnosc","2 ","do wykonczenia","1/3","balkon","zapytaj","garaz/miejsce parkingowe","tak","miejskie","pierwotny","deweloper","2023","blok","plastikowe","tak","telewizja kablowa, internet","drzwi / okna antywlamaniowe, domofon / wideofon",NA,"piwnica","zelbet","429 947 zl","https://www.otodom.pl/pl/oferta/komfortowe-mieszkanie-fieldorfa-3-m-08-ID4gqDJ","lublin",NA
"1:429","37,69 m²","pelna wlasnosc","2 ","do wykonczenia","2/3","balkon","zapytaj","garaz/miejsce parkingowe","tak","miejskie","pierwotny","deweloper","2023","blok","plastikowe","tak","telewizja kablowa, internet","drzwi / okna antywlamaniowe, domofon / wideofon",NA,"piwnica","zelbet","448 511 zl","https://www.otodom.pl/pl/oferta/komfortowe-mieszkanie-fieldorfa-3-m-11-ID4gqzI","lublin",NA
"1:430","27,72 m²","pelna wlasnosc","1 ","do wykonczenia","2/3","balkon","zapytaj","garaz/miejsce parkingowe","tak","miejskie","pierwotny","deweloper","2023","blok","plastikowe","tak","telewizja kablowa, internet","drzwi / okna antywlamaniowe, domofon / wideofon",NA,"piwnica","zelbet","329 868 zl","https://www.otodom.pl/pl/oferta/ustawne-mieszkanie-fieldorfa-3-m-12-ID4gqvs","lublin",NA
"1:431","33,31 m²","pelna wlasnosc","2 ","do wykonczenia","2/3","balkon","zapytaj","garaz/miejsce parkingowe","tak","miejskie","pierwotny","deweloper","2023","blok","plastikowe","tak","telewizja kablowa, internet","drzwi / okna antywlamaniowe, domofon / wideofon",NA,"piwnica","zelbet","396 389 zl","https://www.otodom.pl/pl/oferta/mieszkanie-w-inwestycji-fieldorfa-3-m-14-ID4gqwR","lublin",NA
"1:432","32,12 m²","pelna wlasnosc","2 ","zapytaj","parter/3","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ","2023","blok","plastikowe","tak",NA,NA,NA,"oddzielna kuchnia",NA,"266 596 zl","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkania-32-12-m2-ponikwoda-ID4gqo6","lublin",NA
"1:433","31,66 m²","pelna wlasnosc","1 ","do wykonczenia","1/6","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","deweloper","2023","blok","plastikowe","tak","internet","domofon / wideofon",NA,"piwnica",NA,"269 110 zl","https://www.otodom.pl/pl/oferta/kawalerka-bezposrednio-od-dewelopera-ID4e2vJ","lublin",NA
"1:434","36,94 m²","pelna wlasnosc","2 ","do wykonczenia","parter/5","balkon, ogródek","zapytaj","zapytaj","tak","miejskie","pierwotny","deweloper","2022","blok","aluminiowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona",NA,"piwnica","cegla","365 706 zl","https://www.otodom.pl/pl/oferta/chodzki-residence-lublin-ul-chodzki-u08-ID48oKS","lublin",NA
"1:435","31,23 m²","pelna wlasnosc","1 ","zapytaj","parter/3","balkon, ogródek, taras","45 zl","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2023","blok","plastikowe","tak","internet","monitoring / ochrona",NA,"oddzielna kuchnia",NA,"237 348 zl","https://www.otodom.pl/pl/oferta/piekna-kawalerka-od-poludnia-z-ogrodkiem-12-5m2-ID4gpyj","lublin",NA
"1:436","31,93 m²","pelna wlasnosc","1 ","do wykonczenia","1/6","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","deweloper","2023","blok","plastikowe","tak","telewizja kablowa, internet","domofon / wideofon",NA,"piwnica",NA,"271 405 zl","https://www.otodom.pl/pl/oferta/kawalerka-bezposrednio-od-dewelopera-ID4e1Uz","lublin",NA
"1:437","35,86 m²","pelna wlasnosc","2 ","do wykonczenia","parter/5","balkon, ogródek","zapytaj","zapytaj","tak","miejskie","pierwotny","deweloper","2022","blok","aluminiowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona",NA,"piwnica","cegla","355 014 zl","https://www.otodom.pl/pl/oferta/chodzki-residence-lublin-ul-chodzki-u07-ID48oKK","lublin",NA
"1:438","31,93 m²","pelna wlasnosc","1 ","do wykonczenia","parter/6","ogródek","zapytaj","garaz/miejsce parkingowe","tak","miejskie","pierwotny","deweloper","2023","blok","plastikowe","tak","telewizja kablowa, internet, telefon","domofon / wideofon",NA,"piwnica",NA,"277 791 zl","https://www.otodom.pl/pl/oferta/nowe-mieszkanie-z-ogrodkiem-weglinek-lublin-ID4dCCb","lublin",NA
"1:439","36,18 m²","pelna wlasnosc","2 ","do wykonczenia","parter/5","balkon, ogródek","zapytaj","zapytaj","tak","miejskie","pierwotny","deweloper","2022","blok","aluminiowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona",NA,"piwnica","cegla","358 182 zl","https://www.otodom.pl/pl/oferta/chodzki-residence-lublin-ul-chodzki-u04-ID48oHk","lublin",NA
"1:440","33,97 m²","zapytaj","2 ","do wykonczenia","1/4","balkon","zapytaj","garaz/miejsce parkingowe","Film","zapytaj","pierwotny","deweloper","2021","blok",NA,"tak","telewizja kablowa, internet",NA,NA,NA,NA,"290 000 zl","https://www.otodom.pl/pl/oferta/osiedle-nowy-standard-praktyczne-mieszkanie-b7-9-ID4cOXS","lublin",NA
"1:441","30,89 m²","pelna wlasnosc","1 ","do wykonczenia","parter/6","ogródek","zapytaj","garaz/miejsce parkingowe","tak","miejskie","pierwotny","deweloper","2023","blok","plastikowe","tak","telewizja kablowa, internet, telefon","domofon / wideofon",NA,"piwnica",NA,"259 476 zl","https://www.otodom.pl/pl/oferta/nowa-kawalerka-z-ogrodkiem-ID4dCBM","lublin",NA
"1:442","12 m²","udzial","1 ","do zamieszkania","parter/1","zapytaj","50 zl","zapytaj","zapytaj","elektryczne","wtórny","biuro nieruchomosci ","2018","dom wolnostojacy","plastikowe","nie",NA,NA,"meble",NA,"cegla","135 000 zl","https://www.otodom.pl/pl/oferta/mikrokawalerka-12-m2-dziesiata-ID4gmPI","lublin","2022-05-01"
"1:443","38 m²","pelna wlasnosc","2 ","do zamieszkania","10/10","balkon","310 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1976","blok","plastikowe","tak","telewizja kablowa, internet",NA,NA,"piwnica","wielka plyta","379 000 zl","https://www.otodom.pl/pl/oferta/lsm-2-pokoje-gotowe-do-wejscia-ID4gmLb","lublin",NA
"1:444","34,76 m²","pelna wlasnosc","1 ","do wykonczenia","parter/3","ogródek, taras","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","deweloper","2023","blok","plastikowe","tak","internet, telefon","teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,NA,NA,"264 176 zl","https://www.otodom.pl/pl/oferta/nowa-kreta-b1-mieszkanie-lm-01-ID4f6ou","lublin",NA
"1:445","35,07 m²","zapytaj","2 ","do wykonczenia","> 10/11","zapytaj","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2021",NA,NA,"tak","telewizja kablowa, internet","monitoring / ochrona",NA,"pom. uzytkowe",NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/nowoczesne-mieszkanie-north-park-b155-ID4aba0","lublin",NA
"1:446","36,92 m²","pelna wlasnosc","1 ","do wykonczenia","parter/3","taras","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","deweloper","2023","blok","plastikowe","tak","internet, telefon","teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,NA,NA,"280 592 zl","https://www.otodom.pl/pl/oferta/nowa-kreta-b1-mieszkanie-lm-54-ID4f6pO","lublin",NA
"1:447","30 m²","udzial","2 ","do zamieszkania","parter/1","zapytaj","zapytaj","zapytaj","zapytaj","elektryczne","wtórny","biuro nieruchomosci ","2019","dom wolnostojacy","plastikowe","nie",NA,NA,"meble","piwnica, dwupoziomowe","inne","189 900 zl","https://www.otodom.pl/pl/oferta/kawalerka-z-antresola-30m2-bronowice-ID4etTJ","lublin","2021-12-10"
"1:448","35,66 m²","zapytaj","2 ","do zamieszkania","1","zapytaj","zapytaj","zapytaj","tak","gazowe","wtórny","biuro nieruchomosci ",NA,"kamienica","plastikowe","nie","internet","domofon / wideofon","lodówka, meble","oddzielna kuchnia","cegla","340 000 zl","https://www.otodom.pl/pl/oferta/fantastyczne-dwupokoje-mieszkanie-0-prowizji-ID4gj9O","lublin",NA
"1:449","31,9 m²","spóldzielcze wl. z KW","2 ","do zamieszkania","7/10","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1972","blok","plastikowe","tak","telewizja kablowa, internet",NA,NA,"piwnica, oddzielna kuchnia","wielka plyta","287 000 zl","https://www.otodom.pl/pl/oferta/dwa-pokoje-lsm-do-wejscia-ID4gi1E","lublin",NA
"1:450","29,5 m²","zapytaj","1 ","do wykonczenia","4/4","balkon","240 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1979","blok","plastikowe","nie",NA,NA,"meble","piwnica","wielka plyta","269 900 zl","https://www.otodom.pl/pl/oferta/1-pokojowebalkonz-potencjalem-ID4gg1C","lublin",NA
"1:451","33,88 m²","pelna wlasnosc","1 ","do zamieszkania","parter/3","balkon","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2015","blok","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona","lodówka, meble, piekarnik, kuchenka, telewizor, pralka","pom. uzytkowe","cegla","338 000 zl","https://www.otodom.pl/pl/oferta/gotowa-kawalerka-urzadzona-ze-smakiem-ID4ghfq","lublin",NA
"1:452","22,5 m²","udzial","1 ","do zamieszkania","parter/1","zapytaj","150 zl","zapytaj","zapytaj","elektryczne","wtórny","biuro nieruchomosci ",NA,"dom wolnostojacy",NA,"nie",NA,NA,"meble","dwupoziomowe","cegla","190 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-22-5-m2-bronowice-gotowa-do-wejscia-ID4eZ9Y","lublin","2022-02-01"
"1:453","32,74 m²","pelna wlasnosc","1 ","do wykonczenia","3/3","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","deweloper","2023","blok","plastikowe","tak","internet, telefon","teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,NA,NA,"252 098 zl","https://www.otodom.pl/pl/oferta/nowa-kreta-b1-mieszkanie-lm-98-ID4f6r8","lublin",NA
"1:454","34,37 m²","zapytaj","1 ","do wykonczenia","parter/11","zapytaj","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2021",NA,NA,"tak","telewizja kablowa, internet","monitoring / ochrona",NA,"pom. uzytkowe",NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/komfortowe-mieszkanie-north-park-a2-ID4acoF","lublin",NA
"1:455","35,77 m²","pelna wlasnosc","2 ","do remontu","9/10","balkon","260 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1970","blok","plastikowe","tak",NA,NA,NA,"piwnica, oddzielna kuchnia","wielka plyta","320 000 zl","https://www.otodom.pl/pl/oferta/centrum2-pokojedo-remontublisko-dworzec-pks-ID4g9Nd","lublin",NA
"1:456","30 m²","zapytaj","2 ","do zamieszkania","parter/3","balkon, ogródek, taras","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","1910","kamienica","plastikowe","tak",NA,"teren zamkniety, domofon / wideofon",NA,"piwnica","cegla","255 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-lublin-srodmiescie-ID4g9JK","lublin",NA
"1:457","37 m²","pelna wlasnosc","2 ","zapytaj","3/10","zapytaj","300 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1979",NA,NA,"tak",NA,NA,NA,"piwnica",NA,"329 000 zl","https://www.otodom.pl/pl/oferta/dwa-pokoje-lsm-ID4g90r","lublin",NA
"1:458","37,3 m²","pelna wlasnosc","2 ","do wykonczenia","3/6","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","blok",NA,"tak","internet, telefon","domofon / wideofon",NA,NA,NA,"328 240 zl","https://www.otodom.pl/pl/oferta/osiedle-jemioluszki-budynek-d-mieszkanie-m23-ID4eNGJ","lublin",NA
"1:459","35 m²","zapytaj","2 ","do zamieszkania","parter/1","zapytaj","zapytaj","zapytaj","zapytaj","elektryczne","wtórny","biuro nieruchomosci ","1957","dom wolnostojacy","plastikowe","nie","telewizja kablowa, internet",NA,NA,NA,"cegla","190 000 zl","https://www.otodom.pl/pl/oferta/cichy-zakatek-do-zamieszkania-lub-gotowy-biznes-ID4g5Zy","lublin",NA
"1:460","16 m²","pelna wlasnosc","1 ","zapytaj","3/4","balkon","80 zl","zapytaj","Film","miejskie","wtórny","biuro nieruchomosci ","2022","blok","plastikowe","nie",NA,"monitoring / ochrona",NA,NA,NA,"239 999 zl","https://www.otodom.pl/pl/oferta/lublin-okol-kaufland-m-majdanka-okazja-ID4g5mP","lublin",NA
"1:461","36,72 m²","pelna wlasnosc","2 ","do wykonczenia","3/6","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","blok",NA,"tak","internet, telefon","domofon / wideofon",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/osiedle-jemioluszki-budynek-d-mieszkanie-m55-ID4eNIu","lublin",NA
"1:462","37,42 m²","pelna wlasnosc","2 ","do zamieszkania","2/10","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1973","blok","plastikowe","tak",NA,NA,NA,"piwnica",NA,"259 000 zl","https://www.otodom.pl/pl/oferta/dwupokojowe-mieszkanie-po-remoncie-ID4fNSw","lublin","2022-03-17"
"1:463","35,38 m²","zapytaj","2 ","zapytaj","1","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,NA,NA,"nie",NA,NA,NA,"oddzielna kuchnia",NA,"332 572 zl","https://www.otodom.pl/pl/oferta/deweloperskie-gotowe-mieszkanie-do-aranzacji-ID4g3eX","lublin",NA
"1:464","34,6 m²","pelna wlasnosc","2 ","zapytaj","2/3","balkon","zapytaj","zapytaj","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ","2023","blok","plastikowe","tak",NA,NA,NA,"oddzielna kuchnia",NA,"269 880 zl","https://www.otodom.pl/pl/oferta/2-pokoje-nowa-inwestycja-bez-pcc-ID4g3eV","lublin",NA
"1:465","31,93 m²","pelna wlasnosc","2 ","do wykonczenia","parter/6","zapytaj","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2023","blok",NA,"tak",NA,NA,NA,NA,NA,"274 598 zl","https://www.otodom.pl/pl/oferta/ostatnie-1-2-pokoje-na-koniec-2022-0-ID4g2is","lublin","2023-01-09"
"1:466","32,74 m²","pelna wlasnosc","1 ","do wykonczenia","3/3","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","deweloper","2023","blok","plastikowe","tak","internet, telefon","teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,NA,NA,"252 098 zl","https://www.otodom.pl/pl/oferta/nowa-kreta-b1-mieszkanie-lm-100-ID4f6ra","lublin",NA
"1:467","34 m²","pelna wlasnosc","1 ","do zamieszkania","3/4","zapytaj","300 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1965","blok",NA,"nie",NA,NA,"meble","piwnica, pom. uzytkowe","wielka plyta","329 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-idealna-dla-pary-bronowice-do-wejscia-ID4fxiL","lublin",NA
